ID,Strassentyp,Bonitaet,Kaufkraft,Anteil Deutscher,Altersstruktur,Bebauung,Regionaltyp,Status,Bequemer Experte,Treuer Vertreterkunde,Anspruchsvoller Delegierer,Preisorientierter Rationalist,ueberforderter Unterstuetzungssucher,Skeptisch Gleichgueltiger,Distinguiert Konservativer,Gesunder Kraftprotz,Unkritisch Wehleidiger,Skeptischer Verweigere,Informierter Koerperbewusster,Eingeschraenkter Kassenpatient,Konservativer Arztglaeubiger,Aboscore,Sinus-Milieus
998,Ladenstrasse,durchschnittlic,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 20 und mehr Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,POM
999,Ladenstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 20 und mehr Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,POM
1000,Ladenstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 10 bis 19 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,HED
1001,Wohnstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
1002,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1003,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,MAT
1004,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,MAT
1005,Wohnstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1006,Wohnstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Ein- und Zweifamilienhaeuser,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1007,Wohnstrasse,durchschnittlic,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1008,Wohnstrasse,durchschnittlic,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,MAT
1009,Wohnstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1010,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1011,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1012,Wohnstrasse,gut,niedrig,hoch,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1013,Wohnstrasse,gut,niedrig,mittel,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,HED
1014,Gewerbestrasse,schlecht,niedrig,mittel,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
1015,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 10 bis 19 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,HED
1016,Wohnstrasse,durchschnittlic,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,1
1017,Wohnstrasse,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,INT
1018,Mischform,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
1019,Mischform,schlecht,niedrig,hoch,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
1020,Wohnstrasse,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,TBL
1021,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1022,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1023,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1024,Mischform,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1025,Mischform,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1026,Mischform,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1027,Mischform,durchschnittlic,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,HED
1028,Mischform,durchschnittlich,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
1029,Mischform,durchschnittlich,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,INT
1030,Mischform,gut,niedrig,hoch,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1031,Mischform,gut,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,POM
1032,Mischform,gut,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,POM
1033,Mischform,gut,niedrig,mittel,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,POM
1034,Mischform,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1035,Mischform,durchschnittlich,niedrig,hoch,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1036,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1037,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1038,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1039,Mischform,durchschnittlich,niedrig,mittel,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,mittel,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
1040,Mischform,durchschnittlich,niedrig,niedrig,gemischte Altersstruktur,Drei- bis Fuenffamilienhaeuser,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MBL
1041,Mischform,schlecht,niedrig,niedrig,gemischte Altersstruktur,Haeuser mit 6 bis 9 Haushalten,Kern von Ballungsgebieten,hoch,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,geringe Wahrscheinlichkeit,mittlere Wahrscheinlichkeit,hohe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,geringe Wahrscheinlichkeit,MAT
