ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
1134,1987-06-27,52,F,single,ja,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,2494.3,124.0894,0,1,Kunde
1135,1984-09-15,36,F,single,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,9628.36,113.2632,0,0,Kuendiger
1136,1971-01-08,42,F,single,ja,Ueberweisung,9,Sueddeutschland,Sachsen,Stadt,1819.97,497.848,0,0,Kunde
1137,1971-08-22,26,F,single,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,5226.63,56.32,0,0,Kunde
1138,1983-02-06,86,F,single,nein,Paypal,8,Sueddeutschland,Bayern,Land,8707.31,56.32,0,0,Kuendiger
1139,1981-05-20,62,F,,nein,Ueberweisung,8,Sueddeutschland,Hessen,Land,6331.46,220.556,0,0,Kunde
1140,1985-11-05,44,M,verheiratet,nein,Kreditkarte,10,Sueddeutschland,Sachsen,Land,5743.05,318.362,0,0,Kuendiger
1141,1985-08-08,94,F,single,nein,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,7899.41,56.32,0,0,Kuendiger
1142,1986-04-24,29,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,7303.29,233.704,1,0,Kuendiger
1143,1962-07-07,62,M,,nein,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4905.94,485.748,0,0,Kuendiger
1144,1952-08-21,95,F,,nein,Ueberweisung,8,Sueddeutschland,Sachsen,Land,9285.53,56.32,0,0,Kunde
1145,1982-04-18,67,M,single,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,3716.89,574.94,0,0,Kuendiger
1146,1985-05-18,82,F,verheiratet,ja,Paypal,3,Sueddeutschland,Saarland,Stadt,9587.77,56.32,0,0,Kuendiger
1147,1984-06-08,58,F,,ja,Paypal,8,Norddeutschland,Hamburg,Stadt,141.458,53.6882,0,0,Kuendiger
1148,1950-01-16,49,M,,ja,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,6238.14,532.29,0,0,Kunde
1149,1973-06-08,81,F,single,nein,Kreditkarte,5,Norddeutschland,Nordrhein-Westfalen,Stadt,1566.93,56.32,0,1,Kunde
1150,1970-01-10,48,M,,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Stadt,2473.78,483.62,0,0,Kuendiger
1151,1955-01-02,21,F,single,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,7313.88,306.698,0,1,Kunde
1152,1987-01-03,88,F,single,nein,Paypal,5,Sueddeutschland,Sachsen,Stadt,3697.02,56.32,0,0,Kunde
1153,1982-09-30,48,M,single,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Land,8738.18,457.044,0,0,Kuendiger
1154,1982-08-06,87,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,2174.49,56.32,0,1,Kunde
1155,1958-01-12,72,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Land,2107.92,274.486,0,1,Kuendiger
1156,1985-01-14,54,F,single,nein,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,6123.17,26.4304,0,0,Kuendiger
1157,1980-01-18,37,M,single,nein,Ueberweisung,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,4323.55,326.496,0,0,Kuendiger
1158,1958-12-30,58,F,,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,2959.71,355.908,0,0,Kuendiger
1159,1963-03-03,60,F,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,2138.09,450.564,0,0,Kunde
1160,1980-02-25,43,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Land,8520.51,56.32,0,1,Kunde
1161,1984-10-31,22,M,single,ja,Kreditkarte,8,Sueddeutschland,Hessen,Land,1543.43,56.32,0,1,Kuendiger
1162,1950-08-23,55,F,single,nein,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,2852.8,416.068,0,1,Kunde
1163,1984-07-01,78,M,single,nein,Paypal,8,Norddeutschland,Niedersachsen,Land,5486.46,146.901,0,0,Kuendiger
1164,1983-07-24,74,M,,nein,Paypal,8,Norddeutschland,Hamburg,Stadt,6001.51,148.6234,0,0,Kuendiger
1165,1954-01-30,55,M,single,ja,Kreditkarte,8,Sueddeutschland,Bayern,Stadt,5029.07,329.474,0,0,Kunde
1166,1970-03-23,42,F,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,7976.36,361.488,0,1,Kuendiger
1167,1965-06-20,30,F,,nein,Paypal,8,Sueddeutschland,Sachsen,Land,3674.07,332.814,0,0,Kuendiger
1168,1951-10-18,40,M,single,nein,Paypal,8,Sueddeutschland,Sachsen-Anhalt,Stadt,5571.4,296.514,1,0,Kunde
1169,1969-10-04,69,F,single,nein,Ueberweisung,8,Norddeutschland,Mecklenburg-Vorpommern,Land,4918.89,513.062,1,1,Kunde
1170,1986-07-17,39,M,,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,8847.47,208.808,0,1,Kuendiger
1171,1958-04-05,82,F,,ja,Ueberweisung,8,Sueddeutschland,Thueringen,Stadt,7900.97,188.8266,0,0,Kuendiger
1172,1975-11-01,74,F,,ja,Ueberweisung,5,Sueddeutschland,Rheinland-Pfalz,Stadt,4200.2,77.1804,0,0,Kunde
1173,1966-02-26,71,F,,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Land,8066.74,64.4946,0,0,Kunde
1174,1982-09-26,37,F,,ja,Paypal,8,Norddeutschland,Mecklenburg-Vorpommern,Land,8086.98,20.2986,0,0,Kuendiger
1175,1972-03-12,86,F,,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Land,253.076,411.702,0,1,Kuendiger
1176,1978-01-28,70,M,,ja,Ueberweisung,8,Norddeutschland,Bremen,Stadt,6664.92,107.6056,1,0,Kuendiger
1177,1983-02-08,68,M,,nein,Ueberweisung,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4148.64,56.32,0,1,Kuendiger
1178,1975-05-03,20,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,5963.29,237.142,0,1,Kuendiger
1179,1983-03-12,92,F,verheiratet,nein,Paypal,8,Sueddeutschland,Hessen,Stadt,4739.62,280.91,1,0,Kuendiger
1180,1984-03-12,34,F,,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Land,3367.1,510.094,0,0,Kuendiger
1181,1980-10-16,53,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,3431.76,329.424,1,0,Kunde
1182,1964-06-17,94,M,,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,7621.32,220.408,0,0,Kuendiger
1183,1963-05-17,32,F,single,ja,Kreditkarte,9,Sueddeutschland,Saarland,Stadt,5443.02,463.68,1,1,Kunde
1184,1979-02-10,77,F,,ja,Ueberweisung,3,Sueddeutschland,Baden-Wuerttemberg,Stadt,3416.05,467.562,0,0,Kunde
1185,1965-06-20,33,M,single,ja,Paypal,11,Norddeutschland,Brandenburg,Land,2800.04,292.03,0,1,Kuendiger
1186,1983-01-09,30,F,,ja,Paypal,11,Norddeutschland,Hamburg,Stadt,4845.76,332.774,0,1,Kuendiger
1187,1969-04-29,18,F,,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,1169.12,56.32,0,1,Kunde
1188,1970-11-03,44,F,,nein,Paypal,5,Norddeutschland,Niedersachsen,Land,1768.92,346.772,0,0,Kunde
1189,1985-05-09,97,F,single,nein,Ueberweisung,6,Sueddeutschland,Saarland,Land,2766.76,433.306,1,0,Kuendiger
1190,1965-10-15,47,F,verheiratet,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5403.94,471.076,1,0,Kunde
1191,1965-06-20,72,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Land,2215.08,100.2784,1,0,Kuendiger
1192,1988-09-10,80,F,verheiratet,ja,Ueberweisung,8,Norddeutschland,Berlin,Land,1775.54,388.286,1,0,Kunde
1193,1984-05-11,65,F,verheiratet,ja,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5762.69,187.7608,0,1,Kuendiger
1194,1969-03-10,25,F,verheiratet,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,8802.32,56.32,0,0,Kunde
1195,1984-03-16,69,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9119.86,237.976,0,0,Kuendiger
1196,1983-01-28,79,M,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Land,8781.83,520.072,0,0,Kuendiger
1197,1983-08-12,73,F,,nein,Ueberweisung,8,Norddeutschland,Berlin,Land,2383.2,395.6,0,0,Kuendiger
1198,1967-05-17,45,M,single,nein,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,4194.78,354.688,0,0,Kuendiger
1199,1955-09-10,84,M,single,nein,Ueberweisung,8,Sueddeutschland,Hessen,Land,3414.86,335.446,0,1,Kunde
1200,1986-03-09,41,M,single,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,8580.43,443.11,1,1,Kuendiger
1201,1954-11-15,32,F,,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Land,702.714,283.124,0,0,Kunde
1202,1987-10-08,97,F,single,nein,Ueberweisung,8,Sueddeutschland,Sachsen,Stadt,7585.49,14.456,0,0,Kuendiger
1203,1984-06-16,44,F,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,4955.48,136.6084,0,0,Kuendiger
1204,1985-07-12,72,F,single,ja,Ueberweisung,7,Norddeutschland,Nordrhein-Westfalen,Stadt,5505.05,192.2878,1,1,Kuendiger
1205,1983-09-16,22,F,,nein,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,9584.79,465.834,1,1,Kuendiger
1206,1960-08-16,80,F,,ja,Kreditkarte,7,Norddeutschland,Berlin,Stadt,8661.88,23.6828,0,0,Kunde
1207,1984-01-30,61,F,single,ja,Paypal,7,Sueddeutschland,Bayern,Stadt,7932.47,56.32,0,1,Kuendiger
1208,1985-01-04,91,M,verheiratet,nein,Kreditkarte,7,Norddeutschland,Bremen,Stadt,6176.67,345.23,0,1,Kuendiger
1209,1983-09-08,64,F,verheiratet,ja,Kreditkarte,7,Norddeutschland,Brandenburg,Stadt,2579.65,415.21,0,0,Kuendiger
1210,1983-07-16,39,F,single,nein,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,3193.13,139.557,0,0,Kuendiger
1211,1980-11-07,26,M,,nein,Kreditkarte,8,Norddeutschland,Hamburg,Stadt,1999.84,358.304,0,0,Kunde
1212,1982-09-06,46,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Land,3443.72,88.9922,1,1,Kunde
1213,1984-04-27,79,F,,ja,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,4315.17,242.908,0,0,Kuendiger
1214,1989-05-30,88,F,single,ja,Paypal,8,Norddeutschland,Berlin,Stadt,1076.46,74.2844,0,0,Kunde
1215,1989-06-10,29,M,single,ja,Paypal,8,Norddeutschland,Bremen,Land,2152.91,56.32,0,0,Kunde
1216,1989-09-09,46,F,single,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,9457.62,557.554,0,1,Kunde
1217,1981-06-10,88,F,,nein,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,6860.8,252.252,0,0,Kuendiger
1218,1984-08-22,57,F,,nein,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,487.525,559.796,0,0,Kuendiger
1219,1987-10-29,86,M,,nein,Paypal,8,Sueddeutschland,Bayern,Land,1271.33,283.048,0,0,Kuendiger
1220,1989-02-05,43,F,,ja,Paypal,8,Norddeutschland,Brandenburg,Stadt,7702.17,305.41,0,0,Kunde
1221,1984-09-10,45,F,single,ja,Ueberweisung,8,Sueddeutschland,Saarland,Land,4505.71,56.32,0,0,Kuendiger
1222,1989-03-11,82,M,single,nein,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,4884.14,145.2076,1,0,Kunde
1223,1965-06-20,40,M,single,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Land,3337.39,587.112,0,0,Kuendiger
1224,1965-06-20,36,F,,ja,Paypal,8,Sueddeutschland,Saarland,Land,9408.33,283.048,0,0,Kuendiger
1225,1989-04-04,43,F,,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,2278.16,34.812,0,1,Kunde
1226,1989-05-04,78,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,1684.07,166.3524,0,0,Kuendiger
1227,1986-10-05,42,F,single,ja,Paypal,8,Sueddeutschland,Saarland,Stadt,6945.88,279.756,1,0,Kunde
1228,1989-01-14,50,F,single,ja,Paypal,8,Sueddeutschland,Thueringen,Land,9682.11,296.124,0,0,Kunde
1229,1989-09-13,89,M,single,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Land,5166.9,468.254,0,0,Kuendiger
1230,1986-02-16,73,F,single,ja,Ueberweisung,8,Sueddeutschland,Hessen,Stadt,523.763,266.49,1,0,Kunde
1231,1984-02-03,63,M,single,ja,Paypal,8,Sueddeutschland,Sachsen,Stadt,6064.43,187.4562,0,0,Kuendiger
1232,1952-08-10,47,F,single,ja,Kreditkarte,8,Sueddeutschland,Hessen,Stadt,5948.9,67.387,0,0,Kunde
1233,1967-12-29,21,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Berlin,Stadt,8205.66,106.6882,0,0,Kuendiger
1234,1971-09-19,29,F,verheiratet,ja,Paypal,8,Norddeutschland,Brandenburg,Land,7996,478.008,0,0,Kuendiger
1235,1984-03-04,70,M,,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5838.43,356.842,1,0,Kuendiger
1236,1989-03-10,79,F,,nein,Ueberweisung,8,Sueddeutschland,Hessen,Stadt,809.04,36.3172,0,1,Kunde
1237,1989-02-15,40,M,,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Land,8894.39,212.152,1,0,Kuendiger
1238,1989-03-22,68,M,,nein,Ueberweisung,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1704.72,62.266,0,1,Kuendiger
1239,1965-06-20,97,F,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,8814.64,388.794,0,0,Kuendiger
1240,1988-10-08,87,F,single,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Land,362.47,253.97,0,0,Kunde
1241,1989-01-11,42,F,,ja,Paypal,8,Sueddeutschland,Bayern,Stadt,5704.22,65.69,0,0,Kuendiger
1242,1989-09-19,67,M,single,nein,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,2636.92,50.0454,0,0,Kuendiger
1243,1983-10-02,59,M,verheiratet,nein,Kreditkarte,3,Sueddeutschland,Baden-Wuerttemberg,Land,4071.45,541.864,0,0,Kuendiger
1244,1989-08-19,52,F,,nein,Ueberweisung,8,Sueddeutschland,Baden-Wuerttemberg,Land,7000.24,457.834,0,0,Kunde
1245,1956-05-11,80,M,single,nein,Ueberweisung,8,Norddeutschland,Berlin,Stadt,1314.15,367.07,0,0,Kunde
1246,1986-03-12,82,F,,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,4945.38,342.65,0,0,Kuendiger
1247,1967-10-24,35,F,verheiratet,nein,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,8065.91,519.422,0,0,Kuendiger
1248,1983-08-19,93,F,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Rheinland-Pfalz,Stadt,1310.91,447.692,0,0,Kuendiger
1249,1984-06-12,55,F,verheiratet,ja,Paypal,8,Sueddeutschland,Thueringen,Land,9170.84,344.316,0,0,Kuendiger
1250,1959-11-07,45,F,verheiratet,ja,Paypal,8,Sueddeutschland,Sachsen,Stadt,9218.71,56.32,0,1,Kunde
1251,1984-07-30,61,M,,ja,Kreditkarte,8,Sueddeutschland,Saarland,Stadt,2530.32,56.32,0,0,Kuendiger
1252,1983-01-09,62,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Hessen,Land,1396.54,234.916,0,0,Kuendiger
1253,1985-05-06,68,F,verheiratet,nein,Kreditkarte,8,Norddeutschland,Bremen,Stadt,6206.18,597.274,0,1,Kuendiger
1254,1985-05-15,67,M,verheiratet,nein,Kreditkarte,8,Norddeutschland,Berlin,Stadt,7831.93,450.852,0,0,Kuendiger
1255,1985-06-07,84,F,single,nein,Ueberweisung,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,7746.2,56.32,0,0,Kuendiger
1256,1989-04-11,36,M,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,3834.81,29.6956,0,0,Kuendiger
1257,1989-10-15,41,F,,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,3352.09,303.252,0,0,Kunde
1258,1965-02-13,89,M,single,nein,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,6222.96,512.574,0,0,Kunde
1259,1983-09-10,39,M,,ja,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,8992.85,321.196,0,0,Kuendiger
1260,1983-02-20,39,F,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Bayern,Stadt,1856.92,56.32,0,0,Kuendiger
1261,1981-10-05,54,F,verheiratet,nein,Kreditkarte,8,Sueddeutschland,Sachsen,Land,6964.16,417.596,1,0,Kuendiger
1262,1950-05-23,36,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Hessen,Land,4763.91,349.79,0,0,Kunde
1263,1978-03-02,84,F,,nein,Paypal,11,Norddeutschland,Berlin,Stadt,6036.21,456.468,0,0,Kunde
1264,1985-01-13,54,M,verheiratet,ja,Kreditkarte,7,Norddeutschland,Niedersachsen,Land,2353.76,106.6886,0,1,Kuendiger
1265,1975-01-17,94,F,,ja,Ueberweisung,8,Sueddeutschland,Sachsen,Stadt,8740.46,432.744,0,0,Kunde
1266,1984-10-22,66,M,,nein,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,7616.14,239.368,0,1,Kuendiger
1267,1974-03-31,51,M,single,nein,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6488,399.612,0,0,Kuendiger
1268,1954-09-18,18,M,,ja,Paypal,8,Norddeutschland,Berlin,Stadt,8770.8,139.8566,0,0,Kunde
1269,1983-05-02,43,F,,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,8625.28,29.3808,0,1,Kuendiger
1270,1985-09-14,78,F,single,ja,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,2644.98,591.092,0,1,Kuendiger
1271,1965-06-20,23,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,4816.2,251.966,0,0,Kuendiger
1272,1982-08-15,53,M,single,ja,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7639.4,231.366,0,0,Kuendiger
1273,1984-02-07,87,F,single,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,5923.28,56.32,1,0,Kuendiger
1274,1962-04-11,49,M,,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Land,4581.87,56.32,0,0,Kunde
1275,1986-08-19,56,F,single,nein,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4955.39,598.874,0,1,Kunde
1276,1985-05-06,83,M,,nein,Kreditkarte,8,Sueddeutschland,Bayern,Land,6533.02,338.442,0,1,Kuendiger
1277,1980-05-21,27,F,,ja,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Stadt,5029.07,56.32,0,1,Kunde
1278,1965-06-20,48,M,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,6900.56,442.51,0,0,Kuendiger
1279,1986-09-23,41,F,,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Land,392.043,241.184,0,1,Kuendiger
1280,1958-02-05,66,F,single,nein,Paypal,8,Norddeutschland,Niedersachsen,Land,6723.94,257.848,0,0,Kunde
1281,1965-09-23,33,M,single,nein,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Land,7887.75,249.298,0,0,Kuendiger
1282,1961-10-20,19,M,verheiratet,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,2081.85,182.7424,1,0,Kunde
1283,1986-03-31,93,M,verheiratet,nein,Ueberweisung,8,Norddeutschland,Niedersachsen,Stadt,7651.13,433.78,1,0,Kunde
1284,1965-07-19,73,F,,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,8460.14,354.122,1,0,Kunde
1285,1983-01-27,23,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Bayern,Stadt,2445.76,213.806,0,1,Kunde
1286,1984-07-14,55,F,,ja,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Land,2508.06,205.776,1,1,Kunde
1287,1984-03-18,78,M,single,nein,Kreditkarte,8,Norddeutschland,Bremen,Stadt,8069.31,452.136,0,0,Kuendiger
1288,1971-02-10,19,F,single,nein,Paypal,8,Sueddeutschland,Saarland,Stadt,9020.56,56.32,0,1,Kunde
1289,1983-03-07,77,F,single,ja,Kreditkarte,7,Norddeutschland,Hamburg,Land,2927.78,325.024,0,0,Kuendiger
1290,1989-10-20,56,F,verheiratet,ja,Kreditkarte,8,Norddeutschland,Bremen,Land,9853.33,332.992,0,0,Kuendiger
1291,1986-11-19,47,M,,ja,Ueberweisung,7,Sueddeutschland,Sachsen-Anhalt,Land,8474.37,35.2066,0,1,Kuendiger
1292,1989-09-14,77,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,1702.16,564.72,0,0,Kunde
1293,1980-01-09,97,M,verheiratet,ja,Paypal,8,Sueddeutschland,Rheinland-Pfalz,Land,914.827,598.964,0,0,Kuendiger
1294,1989-02-22,64,M,verheiratet,ja,Kreditkarte,8,Norddeutschland,Niedersachsen,Land,3651.09,36.9842,0,0,Kuendiger
1295,1981-02-14,92,F,,ja,Ueberweisung,8,Norddeutschland,Brandenburg,Stadt,8127.11,208.05,0,0,Kuendiger
1296,1986-02-25,21,M,verheiratet,ja,Ueberweisung,8,Sueddeutschland,Saarland,Stadt,,65.69,0,0,Kuendiger
1297,1956-11-05,77,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Thueringen,Stadt,7385,269.08,0,0,Kunde
1298,1973-10-21,32,M,,nein,Ueberweisung,8,Norddeutschland,Brandenburg,Stadt,5416.49,264.998,0,0,Kuendiger
1299,1958-02-25,35,F,single,ja,Ueberweisung,8,Sueddeutschland,Bayern,Land,5096.89,368.434,1,0,Kunde
1300,1987-05-08,20,F,,ja,Ueberweisung,8,Sueddeutschland,Thueringen,Stadt,4304.64,348.102,0,1,Kuendiger
1301,1986-10-09,58,M,verheiratet,nein,Ueberweisung,8,Sueddeutschland,Rheinland-Pfalz,Stadt,6133.48,167.5404,0,1,Kuendiger
1302,1983-10-30,58,M,verheiratet,ja,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,3298.16,491.91,0,1,Kuendiger
1303,1978-07-19,31,F,single,ja,Ueberweisung,7,Norddeutschland,Hamburg,Stadt,8238.82,343.002,0,0,Kuendiger
1304,1985-02-25,34,F,single,ja,Kreditkarte,8,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9085.69,459.606,0,0,Kuendiger
1305,1972-10-20,38,M,,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,,56.32,0,1,Kuendiger
1306,1978-08-19,39,M,single,ja,Kreditkarte,7,Sueddeutschland,Sachsen,Stadt,11.0284,47.9032,0,0,Kuendiger
1307,1979-05-04,63,F,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Saarland,Land,8879.15,56.32,0,0,Kunde
1308,1962-01-30,61,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,3253.39,371.012,0,0,Kunde
1309,1984-05-05,53,M,single,nein,Paypal,7,Norddeutschland,Nordrhein-Westfalen,Stadt,3711.15,200.854,0,1,Kuendiger
1310,1985-01-21,39,F,single,nein,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,1382.94,323.864,0,0,Kuendiger
1311,1986-05-04,64,M,,nein,Kreditkarte,8,Sueddeutschland,Hessen,Land,7993.72,293.718,0,1,Kuendiger
1312,1950-02-21,32,M,verheiratet,ja,Paypal,8,Norddeutschland,Hamburg,Stadt,7072.23,534.604,0,0,Kunde
1313,1984-01-05,57,M,verheiratet,ja,Kreditkarte,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4115.39,441.568,0,0,Kuendiger
1314,1965-06-20,74,F,verheiratet,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,6074.44,121.0072,0,0,Kuendiger
1315,1987-08-07,85,M,single,nein,Kreditkarte,8,Sueddeutschland,Hessen,Land,9110.06,597.854,1,0,Kuendiger
1316,1986-11-02,46,M,,ja,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,6045.96,258.66,0,0,Kuendiger
1317,1983-05-01,67,F,single,ja,Paypal,6,Norddeutschland,Niedersachsen,Stadt,9821.71,589.99,0,0,Kuendiger
1318,1965-01-15,94,M,verheiratet,nein,Paypal,7,Norddeutschland,Bremen,Land,1430.91,139.0182,0,0,Kuendiger
1319,1968-05-27,28,F,,ja,Kreditkarte,8,Sueddeutschland,Sachsen,Stadt,754.329,56.32,0,1,Kunde
1320,1973-06-04,75,F,single,nein,Kreditkarte,7,Norddeutschland,Brandenburg,Stadt,3693.97,370.646,0,1,Kunde
1321,1983-10-08,94,M,verheiratet,ja,Kreditkarte,7,Sueddeutschland,Sachsen-Anhalt,Stadt,114.026,18.55298,0,0,Kuendiger
1322,1989-04-30,52,F,verheiratet,ja,Paypal,7,Sueddeutschland,Hessen,Land,837.036,588.822,0,0,Kuendiger
1323,1988-08-11,60,F,verheiratet,ja,Kreditkarte,7,Norddeutschland,Berlin,Stadt,9593.06,425.448,0,1,Kunde
1324,1964-08-05,97,M,single,ja,Kreditkarte,8,Norddeutschland,Schleswig-Holstein,Stadt,9622.34,236.286,1,1,Kuendiger
1325,1982-06-06,60,M,verheiratet,nein,Paypal,7,Norddeutschland,Berlin,Land,6793.38,162.4244,0,0,Kuendiger
1326,1958-03-17,38,M,,nein,Kreditkarte,8,Norddeutschland,Nordrhein-Westfalen,Stadt,5260,314.296,0,0,Kuendiger
1327,1959-04-16,33,F,,nein,Kreditkarte,8,Sueddeutschland,Rheinland-Pfalz,Stadt,2874.68,509.524,0,0,Kuendiger
1328,1986-01-22,22,M,single,ja,Kreditkarte,7,Norddeutschland,Berlin,Stadt,5734.88,449.806,0,0,Kuendiger
1329,1981-11-21,28,F,verheiratet,ja,Kreditkarte,3,Norddeutschland,Hamburg,Land,3922.32,431.92,0,1,Kunde
1330,1975-03-05,84,M,verheiratet,nein,Ueberweisung,11,Norddeutschland,Bremen,Land,4651.42,580.4,0,1,Kuendiger
1331,1966-05-03,80,F,,nein,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,6520.96,504.18,0,1,Kunde
1332,1981-05-14,42,F,,ja,Paypal,8,Norddeutschland,Schleswig-Holstein,Stadt,8602.17,164.1394,0,1,Kunde
